months,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12
days,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,5,6,7,8,9,10,15,20,25,30,61,91.5,122,152.5,183,213.5,244,274.5,305,335.5,366
hours,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,30,36,42,48,72,96,120,144,168,192,216,240,360,480,600,720,1464,2196,2928,3660,4392,5124,5856,6588,7320,8052,8784
Label,,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,1d,2d,2d,2d,2d,3d,4d,5d,6d,7d,8d,9d,10d,15d,20d,25d,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m
,GPU ($/Tflops),174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,174.94 ,349.89 ,524.83 ,699.77 ,874.71 ,1049.66 ,1224.60 ,1399.54 ,1574.49 ,1749.43 ,1924.37 ,2099.31 
Softlayer NVIDIA Tesla M60 2690v3,Price (USD) total for period,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,1879.00 ,3758.00 ,5637.00 ,7516.00 ,9395.00 ,11274.00 ,13153.00 ,15032.00 ,16911.00 ,18790.00 ,20669.00 ,22548.00 
,CPU ($/Tflops),2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,2684.29 ,5368.57 ,8052.86 ,10737.14 ,13421.43 ,16105.71 ,18790.00 ,21474.29 ,24158.57 ,26842.86 ,29527.14 ,32211.43 
,GPU ($/Tflops),194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,194.72 ,389.43 ,584.15 ,778.86 ,973.58 ,1168.29 ,1363.01 ,1557.72 ,1752.44 ,1947.15 ,2141.87 ,2336.58 
Nimbix NGD5,Price (USD) total for period,5.00 ,10.00 ,15.00 ,20.00 ,25.00 ,30.00 ,35.00 ,40.00 ,45.00 ,50.00 ,55.00 ,60.00 ,65.00 ,70.00 ,75.00 ,80.00 ,85.00 ,90.00 ,95.00 ,100.00 ,105.00 ,110.00 ,115.00 ,120.00 ,150.00 ,180.00 ,210.00 ,240.00 ,360.00 ,480.00 ,600.00 ,720.00 ,840.00 ,960.00 ,1080.00 ,1200.00 ,1800.00 ,2400.00 ,3000.00 ,3600.00 ,7320.00 ,10980.00 ,14640.00 ,18300.00 ,21960.00 ,25620.00 ,29280.00 ,32940.00 ,36600.00 ,40260.00 ,43920.00 
,CPU ($/Tflops),5.70 ,11.41 ,17.11 ,22.81 ,28.51 ,34.22 ,39.92 ,45.62 ,51.32 ,57.03 ,62.73 ,68.43 ,74.13 ,79.84 ,85.54 ,91.24 ,96.94 ,102.65 ,108.35 ,114.05 ,119.75 ,125.46 ,131.16 ,136.86 ,171.08 ,205.29 ,239.51 ,273.72 ,410.58 ,547.45 ,684.31 ,821.17 ,958.03 ,1094.89 ,1231.75 ,1368.61 ,2052.92 ,2737.23 ,3421.53 ,4105.84 ,8348.54 ,12522.81 ,16697.08 ,20871.35 ,25045.62 ,29219.89 ,33394.16 ,37568.43 ,41742.70 ,45916.97 ,50091.24 
,GPU ($/Tflops),0.29 ,0.57 ,0.86 ,1.14 ,1.43 ,1.72 ,2.00 ,2.29 ,2.57 ,2.86 ,3.15 ,3.43 ,3.72 ,4.00 ,4.29 ,4.58 ,4.86 ,5.15 ,5.43 ,5.72 ,6.01 ,6.29 ,6.58 ,6.86 ,8.58 ,10.30 ,12.01 ,13.73 ,20.59 ,27.46 ,34.32 ,41.19 ,48.05 ,54.92 ,61.78 ,68.65 ,102.97 ,137.30 ,171.62 ,205.95 ,418.76 ,628.15 ,837.53 ,1046.91 ,1256.29 ,1465.68 ,1675.06 ,1884.44 ,2093.82 ,2303.20 ,2512.59 
Cirrascale 16-GPU x86 SERVER K80 monthly,Price (USD) total for period,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,7499.00 ,14998.00 ,22497.00 ,29996.00 ,37495.00 ,44994.00 ,52493.00 ,59992.00 ,67491.00 ,74990.00 ,82489.00 ,89988.00 
,CPU ($/Tflops),12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,12498.33 ,24996.67 ,37495.00 ,49993.33 ,62491.67 ,74990.00 ,87488.33 ,99986.67 ,112485.00 ,124983.33 ,137481.67 ,149980.00 
,GPU ($/Tflops),107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,107.25 ,214.50 ,321.75 ,429.00 ,536.26 ,643.51 ,750.76 ,858.01 ,965.26 ,1072.51 ,1179.76 ,1287.01 
Cirrascale 16-GPU x86 SERVER K80 weekly,Price (USD) total for period,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,2649.00 ,5298.00 ,5298.00 ,5298.00 ,7947.00 ,7947.00 ,10596.00 ,13245.00 ,23841.00 ,37086.00 ,47682.00 ,58278.00 ,71523.00 ,82119.00 ,92715.00 ,105960.00 ,116556.00 ,127152.00 ,140397.00 
,CPU ($/Tflops),4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,4415.00 ,8830.00 ,8830.00 ,8830.00 ,13245.00 ,13245.00 ,17660.00 ,22075.00 ,39735.00 ,61810.00 ,79470.00 ,97130.00 ,119205.00 ,136865.00 ,154525.00 ,176600.00 ,194260.00 ,211920.00 ,233995.00 
,GPU ($/Tflops),37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,37.89 ,75.77 ,75.77 ,75.77 ,113.66 ,113.66 ,151.54 ,189.43 ,340.98 ,530.41 ,681.95 ,833.50 ,1022.93 ,1174.47 ,1326.02 ,1515.45 ,1666.99 ,1818.54 ,2007.97 
Cirrascale 8-GPU x86 SERVER M40 monthly,Price (USD) total for period,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,5999.00 ,11998.00 ,17997.00 ,23996.00 ,29995.00 ,35994.00 ,41993.00 ,47992.00 ,53991.00 ,59990.00 ,65989.00 ,71988.00 
,CPU ($/Tflops),14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,14997.50 ,29995.00 ,44992.50 ,59990.00 ,74987.50 ,89985.00 ,104982.50 ,119980.00 ,134977.50 ,149975.00 ,164972.50 ,179970.00 
,GPU ($/Tflops),109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,109.57 ,219.13 ,328.70 ,438.27 ,547.83 ,657.40 ,766.97 ,876.53 ,986.10 ,1095.67 ,1205.23 ,1314.80 
Cirrascale 8-GPU x86 SERVER M40 weekly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 8-GPU x86 SERVER monthly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 8-GPU x86 SERVER weekly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 4-GPU x86 SERVER monthly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 4-GPU x86 SERVER weekly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 8-GPU x86 SERVER P40 monthly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 8-GPU x86 SERVER P40 weekly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 8-GPU x86 SERVER P100 monthly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 8-GPU x86 SERVER P100 weekly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 4-GPU POWER8/10 SERVER monthly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 4-GPU POWER8/10 SERVER weekly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 4-GPU POWER8/8 SERVER monthly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale 4-GPU POWER8/8 SERVER weekly,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrascale ,Price (USD) total for period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GPU ($/Tflops),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
